Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
6.7,72.0,Yes,7.6,2,54.49
4.8,61.9,Yes,4.9,2,39.95
7.8,81.2,No,4.8,2,48.45
4.1,68.1,No,6.8,6,49.08
2.3,89.3,Yes,8.2,3,54.82
7.7,80.0,No,5.3,5,59.13
5.4,80.4,No,8.2,8,57.05
2.5,52.8,Yes,8.0,5,34.38
6.8,98.1,Yes,6.9,2,75.91
5.1,89.7,No,7.2,6,62.73
5.8,86.6,No,4.2,2,55.98
4.7,59.5,No,5.8,8,36.23
7.6,71.6,No,5.3,2,51.42
7.6,48.1,No,4.8,7,43.54
6.7,71.8,No,5.9,4,49.87
1.8,48.6,No,5.8,4,22.19
7.7,72.6,No,7.6,8,59.53
6.4,78.3,Yes,7.0,4,51.43
6.6,63.0,No,8.6,8,52.55
3.9,69.4,Yes,4.7,9,45.26
8.0,91.7,No,4.3,8,59.71
6.8,46.4,No,6.7,4,33.9
1.9,86.7,No,4.0,5,47.15
4.3,50.1,Yes,7.9,6,37.39
8.1,42.2,No,6.5,9,42.09
1.4,50.9,No,6.4,5,20.43
8.7,85.1,No,5.8,2,62.22
6.4,63.9,No,5.9,7,45.24
6.1,91.5,No,6.2,6,60.84
3.2,71.0,Yes,4.1,3,37.02
3.0,41.3,No,4.4,8,25.23
8.5,82.3,No,6.5,3,73.25
3.4,46.5,Yes,4.8,4,35.39
7.2,86.6,Yes,7.9,9,62.82
4.1,49.9,Yes,5.4,4,32.43
2.1,60.4,No,4.5,2,28.65
1.1,84.9,No,5.2,9,48.5
5.4,96.3,No,5.8,8,68.54
8.8,61.9,No,4.2,4,48.52
4.0,88.9,Yes,4.7,6,53.58
3.9,51.3,No,5.6,6,37.07
3.8,87.6,Yes,5.6,2,47.34
5.2,78.8,Yes,8.0,9,57.84
4.5,51.4,No,8.2,6,29.28
8.0,57.8,Yes,5.0,5,43.19
5.0,47.8,No,4.6,2,32.7
5.1,62.6,No,7.2,1,36.16
2.1,52.0,No,8.0,7,22.78
8.9,78.0,Yes,8.8,4,59.29
3.0,98.7,No,4.0,7,55.6
1.6,40.7,No,6.1,5,14.77
6.3,71.9,No,7.7,1,49.98
5.8,73.8,No,8.1,5,44.78
4.3,93.9,No,4.3,4,54.74
4.4,69.9,No,7.4,1,42.15
7.3,72.1,No,5.4,2,48.86
2.6,67.8,No,4.4,9,39.44
7.6,55.9,No,6.4,1,37.91
6.2,43.3,No,4.8,4,26.7
4.4,64.1,No,7.7,8,41.27
4.7,43.1,Yes,7.7,5,33.74
3.1,72.5,No,8.2,7,43.27
7.0,58.1,Yes,5.9,2,43.54
5.1,71.5,Yes,4.1,4,51.44
3.6,47.9,Yes,5.3,4,31.89
5.8,95.0,Yes,6.3,1,56.17
9.0,92.8,No,7.5,8,74.26
4.5,51.2,No,5.9,3,35.89
8.4,60.3,Yes,6.7,4,47.12
3.8,76.2,No,6.6,2,38.02
1.4,45.6,Yes,4.8,5,21.65
2.6,60.9,No,7.1,5,35.73
4.3,54.8,No,6.2,3,36.01
2.8,94.0,No,8.0,8,55.83
1.0,90.3,Yes,7.5,1,38.82
8.3,74.2,No,4.6,2,48.64
7.8,70.7,No,6.4,1,51.62
6.9,94.9,No,7.5,6,75.06
2.3,95.0,Yes,4.4,4,54.25
2.0,97.2,No,8.0,1,57.46
1.5,47.4,Yes,5.1,7,22.21
6.8,49.5,No,6.5,9,38.88
8.4,79.9,Yes,8.7,5,53.65
4.4,71.9,No,6.9,7,49.1
2.0,41.1,Yes,6.1,4,18.11
5.1,43.7,No,4.0,4,31.15
3.8,92.4,No,4.7,4,52.97
4.0,91.3,No,6.9,5,64.6
6.0,61.1,No,6.5,8,52.73
6.7,92.6,Yes,5.8,4,55.23
1.9,75.0,Yes,8.6,7,47.64
1.3,87.5,Yes,5.7,9,48.73
9.0,65.2,No,6.7,6,56.58
2.9,46.7,No,6.8,4,20.73
1.4,65.6,No,6.6,5,40.35
2.5,67.0,Yes,6.4,8,46.06
1.3,72.5,No,5.7,4,31.6
4.1,46.2,No,8.5,4,28.97
7.4,98.5,No,6.3,7,71.39
3.7,54.4,No,6.6,6,37.3
4.6,51.7,Yes,7.3,1,32.58
6.4,71.1,Yes,4.3,9,57.24
5.1,71.7,Yes,7.9,5,49.07
7.9,65.9,No,6.6,2,50.97
7.9,85.5,No,7.3,5,57.59
1.1,70.5,Yes,7.9,8,40.93
7.2,76.0,Yes,8.4,6,62.89
4.7,82.7,Yes,6.0,8,62.26
8.9,41.5,No,8.1,5,40.08
4.9,73.7,Yes,5.3,4,47.79
8.9,92.2,Yes,7.3,3,74.83
7.0,41.0,Yes,4.5,2,31.71
3.0,63.9,No,4.1,9,44.23
5.3,94.6,No,4.5,1,57.22
8.9,60.8,No,5.6,2,47.84
7.9,67.1,Yes,4.2,6,48.43
1.8,97.9,No,7.2,6,50.86
6.7,51.8,Yes,5.6,1,41.13
3.8,43.9,No,7.7,8,37.09
1.1,90.7,Yes,4.2,4,48.88
4.2,91.2,Yes,5.1,7,58.78
2.9,67.9,No,6.0,9,46.61
7.6,70.3,Yes,5.9,2,52.9
3.7,89.3,Yes,4.7,7,47.2
7.6,83.6,No,9.0,1,62.56
1.0,55.6,No,5.4,3,20.12
3.5,41.0,No,7.6,4,24.45
2.9,68.3,No,5.1,3,35.98
2.9,90.7,No,8.4,8,53.77
1.5,92.9,No,5.9,7,52.74
2.5,96.4,No,8.5,3,58.47
5.4,91.9,No,5.7,7,61.76
3.3,74.2,Yes,4.0,2,48.22
4.3,66.2,Yes,6.6,3,48.26
4.0,85.7,No,6.6,7,60.82
8.0,83.6,No,4.6,5,60.82
8.2,71.8,No,5.2,9,56.01
4.9,45.2,Yes,7.9,8,35.38
3.6,94.6,Yes,4.2,6,63.36
1.9,66.9,Yes,6.4,4,41.3
8.6,61.4,Yes,6.7,3,39.61
1.5,77.1,No,7.4,6,43.99
3.4,79.8,No,4.2,9,40.71
3.4,52.4,No,6.9,5,31.61
3.6,89.4,No,4.0,7,52.63
2.3,57.1,No,5.3,7,29.43
7.3,51.0,No,6.5,7,45.37
2.0,64.0,No,8.6,9,36.37
6.1,83.1,No,4.6,2,53.48
2.0,97.0,No,4.8,8,52.76
1.6,87.7,No,7.3,2,46.39
8.3,95.5,No,5.9,1,69.97
2.5,48.3,No,7.1,6,24.42
7.6,44.2,No,9.0,2,38.2
5.4,72.9,No,8.9,5,49.94
1.6,57.1,No,5.8,1,26.63
8.6,88.9,Yes,6.5,7,68.23
3.0,79.6,Yes,8.5,1,49.03
7.9,97.3,No,4.5,8,73.92
2.4,55.0,Yes,6.3,5,31.37
7.8,68.7,No,5.9,5,52.94
1.1,69.6,Yes,5.5,3,38.57
5.1,54.1,Yes,9.0,2,39.06
7.2,74.8,No,7.7,6,54.42
8.5,66.2,No,5.9,4,56.13
8.3,66.4,No,8.1,4,55.41
7.6,61.4,Yes,6.4,6,58.06
8.1,41.0,No,8.4,2,28.53
2.6,70.8,No,5.3,2,40.51
3.3,59.8,Yes,5.1,4,40.41
3.3,40.1,Yes,5.2,6,29.74
4.0,58.2,No,6.7,2,33.21
4.1,56.4,Yes,5.5,7,33.06
5.4,63.2,No,4.7,8,50.77
2.3,47.8,Yes,9.0,9,29.73
6.5,70.0,No,8.5,6,50.32
2.3,80.9,Yes,7.2,2,53.6
3.5,77.2,No,8.5,6,43.11
5.0,87.4,No,8.7,8,63.17
7.4,66.7,Yes,7.4,1,45.67
6.9,70.6,No,6.6,6,49.0
6.2,87.8,No,8.4,1,57.93
2.2,65.2,No,6.8,6,40.0
5.4,81.4,No,4.6,4,56.13
1.7,65.6,Yes,5.8,3,39.19
4.0,64.6,No,6.2,3,35.9
4.3,84.9,No,8.7,4,48.78
1.3,50.3,No,7.3,3,22.43
3.2,60.0,No,8.4,9,40.91
8.6,53.2,Yes,7.8,4,45.54
8.6,61.2,Yes,5.5,1,33.28
3.8,53.6,No,7.6,4,25.63
1.3,74.2,No,5.0,1,34.7
2.4,87.1,Yes,6.0,3,53.07
4.1,86.4,Yes,8.0,4,51.48
8.6,61.5,No,7.1,4,52.32
2.1,98.3,Yes,8.1,9,55.29
7.1,75.0,Yes,5.3,6,57.22
1.9,63.6,Yes,7.7,3,35.86
8.9,89.3,No,5.0,7,70.18
4.1,83.1,No,6.7,4,46.83
7.2,84.2,No,6.2,7,55.41
3.7,51.6,No,6.8,2,32.51
6.0,67.6,Yes,4.7,7,43.5
2.5,90.8,Yes,5.8,8,52.99
2.2,69.7,No,7.3,7,46.36
8.5,80.3,Yes,6.8,6,64.15
8.3,74.7,No,6.7,4,58.04
8.1,89.7,No,6.6,9,71.39
6.0,56.8,Yes,8.7,1,42.23
7.5,74.0,No,8.7,5,55.42
1.6,47.3,No,5.8,1,16.76
3.7,80.7,No,5.8,1,56.47
3.5,83.2,Yes,6.8,6,51.52
6.1,42.5,Yes,4.5,6,35.14
3.8,79.9,No,5.5,7,52.11
2.2,64.5,No,5.2,9,36.28
5.8,47.3,Yes,5.1,6,34.47
7.5,64.8,No,7.2,2,53.08
4.1,51.5,No,5.9,4,28.63
2.1,64.5,No,4.9,9,39.65
2.6,62.7,Yes,8.4,2,39.1
2.9,83.6,Yes,8.4,7,51.98
3.4,85.7,Yes,8.3,4,52.55
6.1,75.8,Yes,6.0,6,58.35
5.8,41.3,No,4.3,1,26.29
6.6,94.9,Yes,4.5,8,59.78
3.9,80.5,No,5.4,6,56.01
7.6,42.0,Yes,5.1,7,34.43
2.6,88.3,No,8.4,6,53.58
4.8,51.8,Yes,8.9,7,33.37
7.4,74.2,Yes,8.1,5,54.71
2.4,67.5,Yes,7.6,3,36.84
1.9,64.8,No,6.9,6,36.83
8.1,92.5,Yes,7.8,9,69.0
3.7,65.8,Yes,8.7,6,51.57
6.5,44.4,Yes,7.0,9,39.45
1.2,95.9,No,4.8,2,52.55
6.5,94.3,No,4.8,1,60.58
3.5,80.4,No,6.9,4,52.01
1.4,67.6,No,5.7,5,27.04
5.9,45.5,Yes,8.6,7,34.68
2.9,86.7,No,7.1,8,51.44
4.1,44.5,Yes,7.4,1,25.04
1.6,44.0,No,4.0,6,24.03
2.2,71.7,No,6.5,1,39.21
3.4,49.4,No,6.2,8,31.69
1.7,40.5,Yes,7.5,1,18.68
8.3,65.0,Yes,5.9,4,61.52
1.0,48.1,No,8.9,3,23.73
4.9,49.5,No,7.4,2,22.5
2.0,44.5,Yes,7.3,8,30.59
3.5,52.1,Yes,8.6,6,36.89
8.4,82.2,No,9.0,4,66.78
2.3,87.7,No,5.0,3,50.16
8.7,66.7,No,8.1,6,51.24
2.6,69.9,Yes,4.8,6,45.33
6.9,41.9,No,6.3,5,34.4
5.4,44.1,Yes,4.5,3,34.77
8.1,55.2,No,7.1,9,54.55
5.4,72.1,Yes,6.3,6,50.18
5.3,83.6,Yes,7.1,5,60.23
2.6,75.7,Yes,7.4,7,51.02
2.3,63.1,No,7.1,1,32.98
8.3,47.0,No,5.5,7,49.64
3.6,86.1,No,8.2,1,53.95
4.0,61.5,No,6.8,9,39.38
7.1,83.4,No,6.4,6,61.17
3.7,70.3,No,8.9,7,49.05
8.6,83.6,No,5.4,7,72.14
6.9,93.5,No,6.6,1,64.32
5.8,94.3,Yes,7.4,2,63.28
8.0,71.6,No,4.6,3,57.37
1.4,70.2,Yes,5.8,8,39.93
3.1,55.7,No,8.0,9,32.49
4.7,95.2,Yes,5.2,8,66.72
2.8,67.0,No,6.5,6,38.12
7.0,47.5,No,7.2,2,46.22
8.4,65.5,Yes,7.4,2,52.26
4.4,47.5,No,7.6,7,35.97
3.7,69.6,No,8.3,9,44.15
8.7,73.1,Yes,6.0,6,64.34
4.6,59.9,Yes,7.5,1,37.56
4.9,44.2,Yes,7.7,9,35.08
3.8,95.7,No,5.5,7,59.33
8.3,85.6,No,8.8,3,57.84
5.6,89.5,No,8.3,2,56.5
7.1,61.6,Yes,5.4,3,48.0
7.5,84.9,Yes,7.4,2,54.54
3.7,68.6,Yes,7.6,2,45.74
4.5,51.9,Yes,6.2,4,33.38
7.8,47.3,No,8.3,6,41.98
3.9,60.4,No,7.5,3,27.42
7.4,48.1,Yes,7.3,9,44.76
8.5,98.9,No,5.1,5,67.53
6.0,42.9,Yes,6.0,5,32.22
6.9,66.0,No,6.2,7,43.75
7.4,66.7,Yes,7.7,9,51.85
7.8,57.7,No,7.1,1,42.03
4.2,73.7,Yes,4.4,9,49.01
1.4,48.8,No,5.5,2,25.19
4.2,86.3,Yes,6.4,3,46.26
6.4,59.6,Yes,7.7,5,45.11
4.6,74.9,No,7.7,4,47.33
7.0,82.2,Yes,6.5,5,58.06
3.9,92.5,No,4.6,5,52.29
6.1,89.3,No,5.5,5,64.38
2.5,75.9,No,5.3,5,51.06
7.0,62.9,No,7.9,2,38.14
5.4,69.7,Yes,4.9,1,40.79
2.6,85.4,No,6.3,8,47.71
3.3,91.8,No,7.4,3,52.62
7.0,46.1,No,8.8,7,44.3
4.9,62.7,Yes,9.0,8,48.39
2.7,85.8,No,8.8,6,50.99
8.7,65.5,Yes,7.6,6,55.53
6.7,59.6,Yes,7.7,3,43.28
8.7,64.3,Yes,7.8,9,59.98
4.4,75.6,Yes,8.3,3,52.05
4.8,99.0,Yes,8.8,5,67.76
8.2,69.1,Yes,6.2,6,46.92
5.2,52.3,No,6.1,1,32.67
6.7,49.6,Yes,6.3,9,41.89
3.0,42.5,No,7.3,7,30.53
4.6,73.0,Yes,7.9,1,46.62
2.0,72.1,Yes,8.4,6,45.11
2.6,52.1,No,6.3,7,29.02
1.0,81.0,No,5.8,5,46.22
1.3,83.7,No,8.9,5,51.02
8.8,55.3,No,5.2,7,41.37
2.9,60.3,Yes,5.1,3,29.29
6.3,98.4,No,7.6,3,68.31
7.7,62.1,No,4.9,1,43.6
5.4,84.9,Yes,6.0,8,63.86
2.2,66.7,No,5.5,2,35.34
6.8,86.8,No,4.8,3,61.26
5.8,85.4,Yes,6.9,7,57.6
6.9,79.4,No,5.9,8,59.87
7.2,90.4,No,6.3,9,68.25
8.8,95.4,No,5.0,8,69.89
5.6,74.2,Yes,7.8,7,57.75
3.7,54.0,No,5.6,1,22.19
6.2,63.5,Yes,5.7,1,44.0
1.5,84.7,Yes,5.3,8,44.54
8.2,78.4,Yes,6.2,7,57.97
2.0,50.5,No,6.3,2,28.25
3.6,43.0,No,6.6,9,25.33
7.5,80.3,No,8.8,7,56.56
5.8,54.8,No,8.5,9,45.27
4.1,69.5,Yes,7.0,1,37.74
4.8,84.1,Yes,4.2,3,57.05
7.8,73.2,No,7.1,2,55.51
3.7,44.9,No,4.4,6,24.72
8.0,50.9,No,7.6,4,45.6
1.7,52.9,Yes,6.0,2,18.75
7.2,55.2,Yes,8.2,2,44.43
7.8,73.4,Yes,8.7,6,53.27
2.5,69.7,Yes,6.1,9,42.02
4.4,52.0,Yes,6.3,6,34.29
2.3,44.0,No,7.0,4,28.31
6.7,50.1,No,5.0,9,38.89
5.3,98.1,No,8.6,2,61.79
6.1,67.6,Yes,6.2,6,47.81
2.6,91.2,Yes,4.8,7,51.24
2.7,90.1,No,7.8,3,47.19
1.3,70.2,No,5.1,4,36.91
3.6,81.7,No,4.7,7,50.34
5.5,51.4,No,6.8,9,42.49
7.9,80.6,No,7.4,5,59.0
6.3,56.1,Yes,6.8,2,39.48
4.5,89.1,Yes,7.3,8,63.54
8.6,44.9,No,4.6,9,41.07
6.8,85.6,No,6.4,2,51.65
8.4,45.9,Yes,5.8,1,41.65
5.2,92.0,No,8.9,4,57.28
3.1,57.9,No,4.2,1,30.21
1.4,78.6,No,5.5,1,36.21
6.8,68.8,Yes,8.7,5,48.37
2.0,61.6,Yes,8.9,7,29.97
3.4,78.1,No,8.1,3,47.41
5.3,95.9,No,4.4,7,49.47
5.5,42.4,No,6.8,5,36.17
5.8,94.2,No,6.0,8,68.97
2.3,75.9,No,8.0,7,41.56
4.0,87.6,No,4.3,1,56.54
5.9,62.6,Yes,5.0,1,49.97
8.8,67.8,No,6.4,7,54.68
6.8,91.3,No,4.8,6,65.17
8.4,64.5,No,7.5,9,55.37
7.1,71.5,No,8.1,8,61.37
5.7,41.2,No,7.5,6,26.29
2.5,49.4,No,6.2,6,27.33
6.3,77.9,Yes,8.4,9,63.28
6.0,82.3,Yes,4.7,4,59.18
5.8,74.4,Yes,5.3,9,54.82
4.9,48.5,Yes,6.4,8,42.42
5.2,66.3,No,4.3,3,42.9
3.7,61.0,Yes,4.5,4,37.71
5.2,69.2,No,6.0,7,50.22
2.6,91.3,No,8.7,3,51.9
7.4,85.8,No,8.5,3,61.09
2.5,45.0,No,6.3,8,23.97
1.7,92.5,Yes,4.7,5,63.83
4.5,67.8,No,4.9,5,40.99
6.3,83.9,Yes,5.9,8,64.17
4.5,48.3,No,5.1,6,39.67
3.2,79.6,Yes,4.4,5,42.67
5.5,53.9,No,7.4,1,37.22
3.8,65.9,Yes,6.9,5,42.31
8.5,41.0,Yes,5.5,8,48.02
8.4,48.9,No,7.9,9,42.04
5.0,45.4,No,7.9,6,29.75
3.6,54.1,Yes,6.5,3,32.83
6.9,45.9,No,4.5,8,36.0
1.3,80.8,Yes,8.6,5,43.83
4.8,41.7,Yes,7.3,2,36.17
3.7,76.4,No,5.2,1,43.5
8.4,48.3,No,7.1,8,40.97
1.1,95.8,No,6.0,2,47.65
5.4,95.1,Yes,7.2,3,63.98
6.9,53.3,Yes,6.4,9,46.89
4.9,76.3,No,6.4,1,44.01
1.7,41.7,Yes,7.7,8,18.66
8.8,95.0,No,7.1,2,68.16
5.1,70.9,Yes,4.4,8,49.72
5.9,42.6,No,4.3,2,26.06
2.9,60.2,Yes,5.5,7,42.79
4.9,44.5,Yes,6.2,3,32.55
4.4,63.2,No,5.4,4,39.88
1.6,79.5,No,7.3,1,38.97
1.8,67.7,No,5.0,1,39.98
7.7,62.6,No,7.5,8,46.62
2.9,47.0,No,7.9,8,28.07
2.6,54.5,No,4.6,2,25.71
5.0,45.9,No,7.3,4,32.44
7.1,87.6,No,8.8,2,63.23
1.5,48.0,No,5.0,8,20.57
5.6,75.1,No,8.5,7,50.39
2.0,60.2,No,7.0,7,36.22
1.3,53.3,No,7.0,3,22.75
1.4,77.7,No,4.3,5,39.29
7.7,67.0,Yes,7.7,1,50.45
1.9,63.6,Yes,6.4,4,31.36
1.4,75.0,No,7.6,4,40.74
4.5,69.0,Yes,8.0,1,45.62
7.8,57.9,No,6.6,7,47.52
3.1,73.0,No,5.3,5,48.37
4.4,79.5,No,4.7,1,49.22
1.3,41.6,No,4.8,5,19.0
4.6,67.5,Yes,8.3,8,46.92
5.6,43.4,No,4.6,8,40.36
5.6,51.0,No,5.9,2,30.84
3.7,73.1,Yes,5.7,1,41.47
3.5,91.1,No,8.3,2,51.77
1.9,92.1,No,6.4,6,53.83
3.9,44.1,Yes,9.0,5,39.43
1.8,64.7,No,7.7,4,35.59
7.1,74.4,No,8.3,8,55.88
8.7,48.7,Yes,4.5,5,44.08
8.8,85.2,No,5.3,4,58.05
7.9,83.9,No,4.7,8,62.67
5.8,93.3,Yes,6.3,1,67.14
6.6,40.5,No,7.6,9,38.7
3.3,52.8,Yes,4.8,2,34.84
6.0,88.8,No,4.7,8,65.71
4.6,79.6,Yes,7.1,9,53.05
4.9,92.8,Yes,5.2,8,70.41
7.1,43.4,No,6.4,9,31.33
3.3,75.2,Yes,4.3,4,46.0
3.5,73.6,Yes,7.4,2,35.83
8.4,42.1,No,6.7,3,29.49
1.4,70.3,No,7.2,8,43.84
4.9,76.0,No,5.4,5,46.18
8.3,51.3,No,5.4,4,46.86
5.9,56.1,No,8.0,3,30.29
5.4,77.8,No,7.6,3,50.18
3.0,67.6,No,6.9,7,36.57
3.7,90.6,Yes,7.1,8,58.18
7.8,60.2,Yes,4.5,5,54.14
5.5,55.7,No,8.3,8,49.0
5.1,98.1,No,7.8,9,69.05
1.8,93.8,No,7.0,4,45.35
1.1,41.7,No,8.6,2,13.06
8.7,85.5,Yes,4.8,5,66.13
4.0,46.5,Yes,7.4,2,25.8
5.8,41.6,No,8.8,2,32.3
1.6,56.1,No,5.6,6,36.51
6.5,55.9,Yes,4.1,1,34.7
8.5,88.3,No,7.7,2,60.24
5.6,81.9,Yes,4.0,5,50.56
2.0,97.9,No,8.4,5,55.1
5.7,82.0,No,4.3,3,52.64
7.1,64.7,No,7.3,5,48.63
4.3,81.2,Yes,5.9,9,59.02
8.0,99.0,Yes,5.0,2,71.16
6.2,81.9,Yes,8.5,6,59.07
8.2,84.9,No,7.7,8,66.1
6.0,95.4,Yes,5.7,3,63.71
2.1,46.7,Yes,5.4,2,23.19
3.5,81.6,No,7.7,1,43.81
2.6,90.2,No,8.2,1,44.92
8.3,96.3,No,7.6,4,70.26
7.1,52.4,No,7.2,6,39.86
6.4,69.7,No,5.1,7,52.62
3.4,80.2,No,8.3,8,51.6
2.5,54.6,No,7.7,8,33.5
7.1,75.4,Yes,6.6,1,56.76
4.8,55.2,No,6.6,8,33.51
2.8,59.7,No,6.8,1,38.44
5.9,66.0,No,8.1,3,36.38
1.3,71.2,No,7.7,5,43.93
3.6,66.5,No,8.3,8,44.45
4.7,69.1,Yes,6.5,8,46.75
2.2,57.6,No,7.1,6,26.79
8.9,49.4,No,8.3,4,40.93
2.7,42.8,No,5.2,4,21.97
2.0,51.6,Yes,6.2,8,32.21
2.6,74.3,No,7.1,3,47.2
7.2,86.4,Yes,8.6,8,66.33
4.4,50.0,Yes,4.1,4,33.61
5.5,46.4,Yes,5.1,9,38.78
1.2,84.2,Yes,5.2,2,42.3
1.3,58.0,No,5.6,1,25.28
4.6,96.1,No,5.4,4,59.04
7.5,82.1,No,7.0,9,65.61
8.1,59.3,No,8.4,7,46.09
1.7,57.1,No,7.2,9,31.53
5.3,70.9,No,5.2,9,51.51
8.3,44.7,No,8.3,9,38.79
4.1,46.9,No,7.2,9,33.94
7.6,50.4,No,5.1,7,39.77
2.1,85.7,No,5.8,8,52.34
8.5,70.3,No,7.9,2,58.67
7.0,40.6,Yes,7.7,9,36.5
8.5,79.7,No,6.9,2,61.55
6.4,65.0,No,4.7,8,49.12
3.9,70.1,No,8.0,2,40.12
8.5,52.6,Yes,5.5,8,47.98
3.2,72.6,No,7.9,3,47.28
3.7,97.8,No,7.2,2,56.61
6.6,44.3,No,5.3,6,40.28
7.1,56.8,Yes,5.1,6,44.7
8.4,54.3,Yes,4.7,1,37.2
2.6,54.7,No,5.2,7,31.49
7.4,62.3,No,4.8,1,37.62
6.9,88.3,Yes,7.1,4,61.5
1.5,93.9,Yes,7.0,6,52.76
4.1,51.9,No,6.9,8,42.84
3.3,72.0,No,7.2,8,52.1
3.4,77.6,No,8.1,7,49.31
8.9,70.8,No,8.6,5,61.9
6.1,65.6,No,5.2,6,44.99
6.7,51.3,Yes,6.9,8,37.62
8.8,68.8,No,4.4,3,54.58
4.0,63.7,Yes,4.6,6,42.83
7.4,86.9,No,7.3,4,58.06
4.5,85.1,Yes,6.4,3,50.12
8.0,47.9,No,7.8,3,42.91
2.4,45.2,No,6.1,4,17.16
8.6,93.6,Yes,4.6,6,72.99
2.8,71.6,Yes,8.4,1,39.22
3.6,90.6,Yes,4.4,2,55.49
7.0,43.4,No,4.9,4,37.81
4.2,71.1,Yes,5.4,9,45.37
5.9,71.8,Yes,9.0,8,49.69
4.6,90.8,No,6.1,8,65.56
6.9,45.8,No,6.5,7,37.78
2.8,54.2,Yes,7.8,6,35.33
1.5,64.0,No,7.2,7,39.18
3.4,91.1,No,8.2,6,52.39
4.8,95.4,No,6.4,3,62.8
2.3,98.6,Yes,8.9,6,62.41
3.8,96.6,No,8.0,7,67.23
4.2,40.4,No,6.0,6,32.72
1.5,42.8,No,5.9,2,18.55
5.7,48.7,No,8.6,6,39.66
8.1,60.6,No,7.4,2,46.28
2.2,89.0,No,7.1,1,48.14
5.8,92.7,No,7.8,5,57.66
6.3,51.0,No,6.8,4,36.43
4.4,76.6,Yes,4.8,9,45.26
6.6,94.1,Yes,5.6,9,68.39
4.3,67.4,No,6.8,9,51.33
5.0,46.1,No,4.1,3,32.41
1.1,67.0,No,6.2,3,33.18
6.5,62.2,No,7.8,3,43.34
6.3,74.1,No,4.8,5,48.94
1.3,65.9,Yes,4.3,6,32.15
3.9,41.0,Yes,8.2,6,32.33
8.8,98.6,No,7.1,3,65.36
4.4,72.1,No,4.9,2,36.48
5.0,67.9,Yes,8.0,6,51.44
8.3,96.3,No,7.3,4,70.44
6.7,49.2,Yes,5.7,9,42.51
5.7,51.2,Yes,5.9,2,36.12
7.4,87.7,Yes,4.8,4,70.71
7.9,55.4,No,8.2,2,43.12
4.7,87.2,Yes,6.5,5,58.22
4.8,56.0,Yes,6.8,3,45.46
4.1,42.0,No,8.4,4,26.71
8.7,70.5,No,4.1,9,64.87
6.6,51.6,Yes,4.3,5,31.21
1.7,84.7,No,4.8,9,44.47
7.9,77.8,Yes,4.2,5,55.95
4.8,94.5,No,7.3,9,66.26
1.6,86.2,No,7.2,8,56.96
5.4,50.7,No,5.1,1,29.35
4.3,87.2,Yes,4.7,3,57.88
8.0,77.9,No,4.7,5,66.61
2.6,79.5,No,8.8,3,51.43
7.6,89.1,Yes,7.5,1,61.16
5.5,73.9,Yes,6.9,2,52.31
1.4,67.5,No,5.6,2,34.29
8.8,77.6,No,6.2,4,56.5
5.1,57.6,Yes,4.4,6,42.09
3.3,50.8,No,9.0,2,27.08
4.8,76.4,Yes,7.8,6,52.62
7.9,53.8,Yes,7.1,1,36.56
3.4,44.7,No,6.9,8,22.55
2.5,40.0,Yes,6.5,3,20.74
2.0,75.9,No,5.3,8,45.4
3.4,61.4,Yes,5.1,3,31.72
7.2,84.4,No,6.7,1,59.34
4.8,62.1,No,4.4,4,39.33
2.8,68.7,No,4.4,3,40.0
2.3,64.0,Yes,6.8,8,43.64
3.7,78.4,No,8.6,1,50.8
8.5,61.0,Yes,8.6,9,57.45
3.7,96.9,No,4.1,9,60.12
8.9,95.2,No,4.5,6,71.77
4.9,90.0,Yes,6.9,5,68.81
2.4,94.3,No,8.2,5,58.9
8.1,66.5,Yes,8.8,6,55.32
4.7,71.6,Yes,8.3,7,49.52
6.7,83.8,Yes,7.4,8,60.43
8.9,81.1,No,5.0,3,55.47
1.4,92.6,No,4.4,1,53.41
1.8,82.3,Yes,4.2,5,47.9
6.8,98.9,No,7.1,1,59.78
3.3,60.6,Yes,4.2,2,33.74
2.5,89.1,Yes,7.7,8,60.73
1.3,81.2,No,7.6,3,40.62
1.2,80.8,No,4.4,4,38.11
7.2,59.2,Yes,8.5,6,49.66
2.1,86.4,Yes,6.6,8,55.18
4.7,93.1,No,8.5,1,55.15
5.8,52.9,Yes,8.5,2,35.46
4.4,76.9,Yes,5.0,6,52.35
1.2,63.1,No,5.9,8,30.19
7.3,98.4,No,4.7,8,68.32
1.1,68.3,No,7.9,3,33.73
7.1,53.5,No,6.5,4,43.58
8.1,62.5,Yes,8.6,4,49.33
4.5,78.6,No,5.0,4,50.77
5.3,44.5,Yes,7.4,2,35.65
4.8,75.6,No,8.9,6,48.76
4.1,94.9,No,7.3,8,74.47
8.1,90.2,No,4.3,9,73.97
8.2,44.0,No,6.9,1,36.44
3.7,98.6,No,4.9,1,55.41
5.9,81.2,Yes,4.2,9,56.68
8.4,49.6,No,5.7,4,47.9
8.7,40.7,No,5.3,7,39.75
5.1,50.1,No,7.9,2,26.76
4.6,89.5,Yes,5.9,1,48.03
3.2,41.3,Yes,7.7,7,28.46
8.7,53.8,Yes,4.1,6,47.4
2.1,84.7,Yes,4.1,3,43.03
5.6,74.6,No,4.1,4,42.65
3.3,86.2,Yes,5.1,1,41.35
3.2,84.0,Yes,5.9,7,49.9
